accuracy_fold1,accuracy_fold2,accuracy_fold3,accuracy_fold4,accuracy_fold5,precision_fold1,precision_fold2,precision_fold3,precision_fold4,precision_fold5,recall_fold1,recall_fold2,recall_fold3,recall_fold4,recall_fold5,f1_fold1,f1_fold2,f1_fold3,f1_fold4,f1_fold5,roc_auc_fold1,roc_auc_fold2,roc_auc_fold3,roc_auc_fold4,roc_auc_fold5,avg_accuracy,avg_precision,avg_recall,avg_f1,avg_roc_auc,std_accuracy,std_precision,std_recall,std_f1,std_roc_auc,model_type,features_count,timestamp
0.541515103590068,0.5307046979865772,0.5076948264571054,0.5227703984819735,0.5259171995960956,0.5712428014118521,0.5369206598586017,0.5419600938967136,0.5198061173324419,0.526829268292683,0.8387888707037643,0.8616451307910494,0.5608867294260552,0.9554531490015361,0.8091205211726384,0.679633108630788,0.6615849969751966,0.5512610058200269,0.67330591037021,0.638150289017341,0.4462235341246224,0.5095405472551583,0.5103891725760925,0.5226545220301724,0.5226583978296571,0.5257204452223639,0.5393517881584585,0.8051788802190087,0.6407870621627125,0.5022932347631406,0.011027043379751114,0.017712126477588446,0.13160138011786016,0.04694872148269929,0.02860489805266778,random_forest,41,2025-04-26 10:07:44
