position_id,symbol,direction,quantity,entry_price,entry_time,exit_price,exit_time,is_open,pnl,realized_pnl,unrealized_pnl,exit_reason,stop_loss,take_profit,order_id
GBPUSD_20240102153000_SHORT,GBPUSD,SHORT,1.0,1.26253,2024-01-02 15:30:00,1.26265,2024-01-03 15:35:00,False,-0.00012000000000012001,-0.00012000000000012001,0.0,TRADE,,,
GBPUSD_20240103154000_SHORT,GBPUSD,SHORT,1.0,1.26273,2024-01-03 15:40:00,1.26999,2024-01-04 15:45:00,False,-0.007260000000000044,-0.007260000000000044,0.0,TRADE,,,
GBPUSD_20240104155000_SHORT,GBPUSD,SHORT,1.0,1.26977,2024-01-04 15:50:00,1.2752,2024-01-05 15:55:00,False,-0.005429999999999824,-0.005429999999999824,0.0,TRADE,,,
GBPUSD_20240105160000_SHORT,GBPUSD,SHORT,1.0,1.27419,2024-01-05 16:00:00,1.27466,2024-01-08 16:00:00,False,-0.00046999999999997044,-0.00046999999999997044,0.0,TRADE,,,
GBPUSD_20240108160500_SHORT,GBPUSD,SHORT,1.0,1.27571,2024-01-08 16:05:00,1.26947,2024-01-09 16:10:00,False,0.006239999999999801,0.006239999999999801,0.0,TRADE,,,
GBPUSD_20240109161500_SHORT,GBPUSD,SHORT,1.0,1.27005,2024-01-09 16:15:00,1.27255,2024-01-10 16:20:00,False,-0.0025000000000001688,-0.0025000000000001688,0.0,TRADE,,,
GBPUSD_20240110162500_SHORT,GBPUSD,SHORT,1.0,1.27238,2024-01-10 16:25:00,1.27033,2024-01-11 16:30:00,False,0.0020500000000001073,0.0020500000000001073,0.0,TRADE,,,
GBPUSD_20240111163500_SHORT,GBPUSD,SHORT,1.0,1.27014,2024-01-11 16:35:00,1.27479,2024-01-12 16:40:00,False,-0.004650000000000043,-0.004650000000000043,0.0,TRADE,,,
GBPUSD_20240112164500_SHORT,GBPUSD,SHORT,1.0,1.27439,2024-01-12 16:45:00,1.27327,2024-01-15 16:45:00,False,0.0011200000000000099,0.0011200000000000099,0.0,TRADE,,,
GBPUSD_20240115165000_SHORT,GBPUSD,SHORT,1.0,1.27313,2024-01-15 16:50:00,1.26557,2024-01-16 16:55:00,False,0.007560000000000011,0.007560000000000011,0.0,TRADE,,,
GBPUSD_20240116170000_SHORT,GBPUSD,SHORT,1.0,1.26463,2024-01-16 17:00:00,1.26693,2024-01-17 17:05:00,False,-0.0022999999999999687,-0.0022999999999999687,0.0,TRADE,,,
GBPUSD_20240117171000_SHORT,GBPUSD,SHORT,1.0,1.2673,2024-01-17 17:10:00,1.26802,2024-01-18 17:15:00,False,-0.0007199999999998319,-0.0007199999999998319,0.0,TRADE,,,
GBPUSD_20240118172000_SHORT,GBPUSD,SHORT,1.0,1.26838,2024-01-18 17:20:00,1.26797,2024-01-19 17:25:00,False,0.00041000000000002146,0.00041000000000002146,0.0,TRADE,,,
GBPUSD_20240119173000_SHORT,GBPUSD,SHORT,1.0,1.26841,2024-01-19 17:30:00,1.27299,2024-01-22 17:35:00,False,-0.0045800000000000285,-0.0045800000000000285,0.0,TRADE,,,
