position_id,symbol,direction,quantity,entry_price,entry_time,exit_price,exit_time,is_open,pnl,realized_pnl,unrealized_pnl,exit_reason,stop_loss,take_profit,order_id
GBPUSD_20240103000000_LONG,GBPUSD,LONG,1.0,1.26215,2024-01-03,1.26723,2024-01-04,False,0.005079999999999973,0.005079999999999973,0.0,TRADE,,,
GBPUSD_20240110000000_LONG,GBPUSD,LONG,1.0,1.27141,2024-01-10,1.27486,2024-01-11,False,0.003450000000000175,0.003450000000000175,0.0,TRADE,,,
GBPUSD_20240114000000_LONG,GBPUSD,LONG,1.0,1.27441,2024-01-14,1.26778,2024-01-18,False,-0.006630000000000136,-0.006630000000000136,0.0,TRADE,,,
GBPUSD_20240123000000_LONG,GBPUSD,LONG,1.0,1.27087,2024-01-23,1.27141,2024-01-30,False,0.0005399999999999849,0.0005399999999999849,0.0,TRADE,,,
GBPUSD_20240201000000_LONG,GBPUSD,LONG,1.0,1.26795,2024-02-01,1.27503,2024-02-02,False,0.007080000000000197,0.007080000000000197,0.0,TRADE,,,
GBPUSD_20240204000000_LONG,GBPUSD,LONG,1.0,1.26344,2024-02-04,1.26029,2024-02-07,False,-0.003149999999999986,-0.003149999999999986,0.0,TRADE,,,
GBPUSD_20240214000000_LONG,GBPUSD,LONG,1.0,1.25883,2024-02-14,1.25991,2024-02-16,False,0.001080000000000192,0.001080000000000192,0.0,TRADE,,,
GBPUSD_20240220000000_LONG,GBPUSD,LONG,1.0,1.25877,2024-02-20,1.26238,2024-02-21,False,0.003610000000000113,0.003610000000000113,0.0,TRADE,,,
GBPUSD_20240301000000_LONG,GBPUSD,LONG,1.0,1.26255,2024-03-01,1.2658,2024-03-03,False,0.003249999999999975,0.003249999999999975,0.0,TRADE,,,
GBPUSD_20240312000000_LONG,GBPUSD,LONG,1.0,1.28191,2024-03-12,1.27957,2024-03-13,False,-0.0023400000000000087,-0.0023400000000000087,0.0,TRADE,,,
GBPUSD_20240315000000_LONG,GBPUSD,LONG,1.0,1.27419,2024-03-15,1.27158,2024-03-20,False,-0.002610000000000001,-0.002610000000000001,0.0,TRADE,,,
GBPUSD_20240322000000_LONG,GBPUSD,LONG,1.0,1.26611,2024-03-22,1.26375,2024-03-26,False,-0.0023600000000001398,-0.0023600000000001398,0.0,TRADE,,,
GBPUSD_20240327000000_LONG,GBPUSD,LONG,1.0,1.26259,2024-03-27,1.26153,2024-03-28,False,-0.001060000000000061,-0.001060000000000061,0.0,TRADE,,,
GBPUSD_20240331000000_LONG,GBPUSD,LONG,1.0,1.26295,2024-03-31,1.26368,2024-04-01,False,0.0007299999999998974,0.0007299999999998974,0.0,TRADE,,,
GBPUSD_20240402000000_LONG,GBPUSD,LONG,1.0,1.25453,2024-04-02,1.2574,2024-04-03,False,0.00287000000000015,0.00287000000000015,0.0,TRADE,,,
GBPUSD_20240405000000_LONG,GBPUSD,LONG,1.0,1.26381,2024-04-05,1.26292,2024-04-07,False,-0.0008900000000000574,-0.0008900000000000574,0.0,TRADE,,,
GBPUSD_20240411000000_LONG,GBPUSD,LONG,1.0,1.25353,2024-04-11,1.25509,2024-04-12,False,0.0015600000000000058,0.0015600000000000058,0.0,TRADE,,,
GBPUSD_20240414000000_LONG,GBPUSD,LONG,1.0,1.24432,2024-04-14,1.24491,2024-04-18,False,0.0005899999999998684,0.0005899999999998684,0.0,TRADE,,,
GBPUSD_20240419000000_LONG,GBPUSD,LONG,1.0,1.24357,2024-04-19,1.2428922,2024-04-23,False,-0.0006778000000000617,-0.0006778000000000617,0.0,TRADE,,,
