epic,resolution,t,datetime,open,high,low,close,open_raw,high_raw,low_raw,close_raw,open_original,high_original,low_original,close_original,volume
GBPUSD,MINUTE,1745476380000.0,2025-04-24 06:33:00,1.326915,1.326925,1.326865,1.326865,1.326915,1.326925,1.326865,1.326865,1.326915,1.326925,1.326865,1.326865,14
GBPUSD,MINUTE,1745476440000.0,2025-04-24 06:34:00,1.326875,1.3269549999999999,1.326795,1.326805,1.326875,1.3269549999999999,1.326795,1.326805,1.326875,1.3269549999999999,1.326795,1.326805,42
GBPUSD,MINUTE,1745476500000.0,2025-04-24 06:35:00,1.326815,1.326965,1.326805,1.326905,1.326815,1.326965,1.326805,1.326905,1.326815,1.326965,1.326805,1.326905,55
GBPUSD,MINUTE,1745476560000.0,2025-04-24 06:36:00,1.326915,1.327035,1.326915,1.326945,1.326915,1.327035,1.326915,1.326945,1.326915,1.327035,1.326915,1.326945,59
GBPUSD,MINUTE,1745476620000.0,2025-04-24 06:37:00,1.326935,1.326935,1.326755,1.326755,1.326935,1.326935,1.326755,1.326755,1.326935,1.326935,1.326755,1.326755,53
GBPUSD,MINUTE,1745476680000.0,2025-04-24 06:38:00,1.326765,1.326825,1.326755,1.326765,1.326765,1.326825,1.326755,1.326765,1.326765,1.326825,1.326755,1.326765,41
GBPUSD,MINUTE,1745476740000.0,2025-04-24 06:39:00,1.326755,1.326785,1.326675,1.326675,1.326755,1.326785,1.326675,1.326675,1.326755,1.326785,1.326675,1.326675,36
GBPUSD,MINUTE,1745476800000.0,2025-04-24 06:40:00,1.326665,1.326735,1.326565,1.326655,1.326665,1.326735,1.326565,1.326655,1.326665,1.326735,1.326565,1.326655,33
GBPUSD,MINUTE,1745476860000.0,2025-04-24 06:41:00,1.326645,1.326665,1.326565,1.326605,1.326645,1.326665,1.326565,1.326605,1.326645,1.326665,1.326565,1.326605,25
GBPUSD,MINUTE,1745476920000.0,2025-04-24 06:42:00,1.3266149999999999,1.326685,1.326555,1.326665,1.3266149999999999,1.326685,1.326555,1.326665,1.3266149999999999,1.326685,1.326555,1.326665,28
GBPUSD,MINUTE,1745476980000.0,2025-04-24 06:43:00,1.326655,1.326755,1.326655,1.326715,1.326655,1.326755,1.326655,1.326715,1.326655,1.326755,1.326655,1.326715,17
GBPUSD,MINUTE,1745477040000.0,2025-04-24 06:44:00,1.326725,1.326775,1.326725,1.326755,1.326725,1.326775,1.326725,1.326755,1.326725,1.326775,1.326725,1.326755,11
GBPUSD,MINUTE,1745477100000.0,2025-04-24 06:45:00,1.326765,1.326765,1.326655,1.326755,1.326765,1.326765,1.326655,1.326755,1.326765,1.326765,1.326655,1.326755,24
GBPUSD,MINUTE,1745477160000.0,2025-04-24 06:46:00,1.326775,1.326785,1.326715,1.326745,1.326775,1.326785,1.326715,1.326745,1.326775,1.326785,1.326715,1.326745,14
GBPUSD,MINUTE,1745477220000.0,2025-04-24 06:47:00,1.326735,1.326835,1.326735,1.326785,1.326735,1.326835,1.326735,1.326785,1.326735,1.326835,1.326735,1.326785,24
GBPUSD,MINUTE,1745477280000.0,2025-04-24 06:48:00,1.326775,1.326875,1.326765,1.326875,1.326775,1.326875,1.326765,1.326875,1.326775,1.326875,1.326765,1.326875,28
GBPUSD,MINUTE,1745477340000.0,2025-04-24 06:49:00,1.326865,1.326865,1.326765,1.326845,1.326865,1.326865,1.326765,1.326845,1.326865,1.326865,1.326765,1.326845,40
GBPUSD,MINUTE,1745477400000.0,2025-04-24 06:50:00,1.326835,1.326845,1.326675,1.326685,1.326835,1.326845,1.326675,1.326685,1.326835,1.326845,1.326675,1.326685,49
GBPUSD,MINUTE,1745477460000.0,2025-04-24 06:51:00,1.326695,1.326745,1.326655,1.326665,1.326695,1.326745,1.326655,1.326665,1.326695,1.326745,1.326655,1.326665,36
GBPUSD,MINUTE,1745477520000.0,2025-04-24 06:52:00,1.326675,1.326765,1.326645,1.326755,1.326675,1.326765,1.326645,1.326755,1.326675,1.326765,1.326645,1.326755,28
GBPUSD,MINUTE,1745477580000.0,2025-04-24 06:53:00,1.326765,1.3268550000000001,1.326755,1.326765,1.326765,1.3268550000000001,1.326755,1.326765,1.326765,1.3268550000000001,1.326755,1.326765,26
GBPUSD,MINUTE,1745477640000.0,2025-04-24 06:54:00,1.326775,1.326845,1.326755,1.326845,1.326775,1.326845,1.326755,1.326845,1.326775,1.326845,1.326755,1.326845,26
GBPUSD,MINUTE,1745477700000.0,2025-04-24 06:55:00,1.3268550000000001,1.327095,1.3268550000000001,1.327025,1.3268550000000001,1.327095,1.3268550000000001,1.327025,1.3268550000000001,1.327095,1.3268550000000001,1.327025,54
GBPUSD,MINUTE,1745477760000.0,2025-04-24 06:56:00,1.327045,1.327075,1.326965,1.326965,1.327045,1.327075,1.326965,1.326965,1.327045,1.327075,1.326965,1.326965,39
GBPUSD,MINUTE,1745477820000.0,2025-04-24 06:57:00,1.326985,1.327105,1.326975,1.327105,1.326985,1.327105,1.326975,1.327105,1.326985,1.327105,1.326975,1.327105,28
GBPUSD,MINUTE,1745477880000.0,2025-04-24 06:58:00,1.327095,1.327175,1.327075,1.327085,1.327095,1.327175,1.327075,1.327085,1.327095,1.327175,1.327075,1.327085,37
GBPUSD,MINUTE,1745477940000.0,2025-04-24 06:59:00,1.327075,1.327075,1.326965,1.327015,1.327075,1.327075,1.326965,1.327015,1.327075,1.327075,1.326965,1.327015,68
GBPUSD,MINUTE,1745478000000.0,2025-04-24 07:00:00,1.327025,1.327155,1.327015,1.327155,1.327025,1.327155,1.327015,1.327155,1.327025,1.327155,1.327015,1.327155,27
GBPUSD,MINUTE,1745478060000.0,2025-04-24 07:01:00,1.327165,1.3271950000000001,1.326975,1.327075,1.327165,1.3271950000000001,1.326975,1.327075,1.327165,1.3271950000000001,1.326975,1.327075,74
GBPUSD,MINUTE,1745478120000.0,2025-04-24 07:02:00,1.327085,1.327445,1.327085,1.327335,1.327085,1.327445,1.327085,1.327335,1.327085,1.327445,1.327085,1.327335,75
GBPUSD,MINUTE,1745478180000.0,2025-04-24 07:03:00,1.327325,1.327355,1.327185,1.327245,1.327325,1.327355,1.327185,1.327245,1.327325,1.327355,1.327185,1.327245,68
GBPUSD,MINUTE,1745478240000.0,2025-04-24 07:04:00,1.327215,1.327275,1.327015,1.327085,1.327215,1.327275,1.327015,1.327085,1.327215,1.327275,1.327015,1.327085,59
GBPUSD,MINUTE,1745478300000.0,2025-04-24 07:05:00,1.327115,1.327385,1.327115,1.327385,1.327115,1.327385,1.327115,1.327385,1.327115,1.327385,1.327115,1.327385,47
GBPUSD,MINUTE,1745478360000.0,2025-04-24 07:06:00,1.327395,1.3274650000000001,1.327265,1.327315,1.327395,1.3274650000000001,1.327265,1.327315,1.327395,1.3274650000000001,1.327265,1.327315,54
GBPUSD,MINUTE,1745478420000.0,2025-04-24 07:07:00,1.327325,1.327325,1.327215,1.327215,1.327325,1.327325,1.327215,1.327215,1.327325,1.327325,1.327215,1.327215,39
GBPUSD,MINUTE,1745478480000.0,2025-04-24 07:08:00,1.327235,1.327275,1.327185,1.3271950000000001,1.327235,1.327275,1.327185,1.3271950000000001,1.327235,1.327275,1.327185,1.3271950000000001,40
GBPUSD,MINUTE,1745478540000.0,2025-04-24 07:09:00,1.327185,1.327185,1.326975,1.327025,1.327185,1.327185,1.326975,1.327025,1.327185,1.327185,1.326975,1.327025,44
GBPUSD,MINUTE,1745478600000.0,2025-04-24 07:10:00,1.327035,1.327085,1.326995,1.327055,1.327035,1.327085,1.326995,1.327055,1.327035,1.327085,1.326995,1.327055,28
GBPUSD,MINUTE,1745478660000.0,2025-04-24 07:11:00,1.327045,1.327055,1.326885,1.326925,1.327045,1.327055,1.326885,1.326925,1.327045,1.327055,1.326885,1.326925,45
GBPUSD,MINUTE,1745478720000.0,2025-04-24 07:12:00,1.326935,1.326995,1.326825,1.326825,1.326935,1.326995,1.326825,1.326825,1.326935,1.326995,1.326825,1.326825,35
GBPUSD,MINUTE,1745478780000.0,2025-04-24 07:13:00,1.326815,1.326815,1.326785,1.326805,1.326815,1.326815,1.326785,1.326805,1.326815,1.326815,1.326785,1.326805,17
GBPUSD,MINUTE,1745478840000.0,2025-04-24 07:14:00,1.326795,1.3268550000000001,1.326755,1.3268550000000001,1.326795,1.3268550000000001,1.326755,1.3268550000000001,1.326795,1.3268550000000001,1.326755,1.3268550000000001,27
GBPUSD,MINUTE,1745478900000.0,2025-04-24 07:15:00,1.326845,1.326985,1.326835,1.3269549999999999,1.326845,1.326985,1.326835,1.3269549999999999,1.326845,1.326985,1.326835,1.3269549999999999,33
GBPUSD,MINUTE,1745478960000.0,2025-04-24 07:16:00,1.326965,1.326975,1.326825,1.326935,1.326965,1.326975,1.326825,1.326935,1.326965,1.326975,1.326825,1.326935,29
GBPUSD,MINUTE,1745479020000.0,2025-04-24 07:17:00,1.326945,1.3271950000000001,1.326915,1.327185,1.326945,1.3271950000000001,1.326915,1.327185,1.326945,1.3271950000000001,1.326915,1.327185,55
GBPUSD,MINUTE,1745479080000.0,2025-04-24 07:18:00,1.3271950000000001,1.3271950000000001,1.327145,1.327155,1.3271950000000001,1.3271950000000001,1.327145,1.327155,1.3271950000000001,1.3271950000000001,1.327145,1.327155,25
GBPUSD,MINUTE,1745479140000.0,2025-04-24 07:19:00,1.327165,1.327265,1.327055,1.327265,1.327165,1.327265,1.327055,1.327265,1.327165,1.327265,1.327055,1.327265,48
GBPUSD,MINUTE,1745479200000.0,2025-04-24 07:20:00,1.3272249999999999,1.327285,1.327165,1.327265,1.3272249999999999,1.327285,1.327165,1.327265,1.3272249999999999,1.327285,1.327165,1.327265,32
GBPUSD,MINUTE,1745479260000.0,2025-04-24 07:21:00,1.327275,1.327285,1.327035,1.327075,1.327275,1.327285,1.327035,1.327075,1.327275,1.327285,1.327035,1.327075,55
GBPUSD,MINUTE,1745479320000.0,2025-04-24 07:22:00,1.327085,1.327275,1.327075,1.327215,1.327085,1.327275,1.327075,1.327215,1.327085,1.327275,1.327075,1.327215,73
GBPUSD,MINUTE,1745479380000.0,2025-04-24 07:23:00,1.327205,1.3272249999999999,1.327065,1.327065,1.327205,1.3272249999999999,1.327065,1.327065,1.327205,1.3272249999999999,1.327065,1.327065,58
GBPUSD,MINUTE,1745479440000.0,2025-04-24 07:24:00,1.327055,1.327085,1.326905,1.327035,1.327055,1.327085,1.326905,1.327035,1.327055,1.327085,1.326905,1.327035,70
GBPUSD,MINUTE,1745479500000.0,2025-04-24 07:25:00,1.327025,1.327065,1.326905,1.327065,1.327025,1.327065,1.326905,1.327065,1.327025,1.327065,1.326905,1.327065,57
GBPUSD,MINUTE,1745479560000.0,2025-04-24 07:26:00,1.327035,1.327255,1.326965,1.327185,1.327035,1.327255,1.326965,1.327185,1.327035,1.327255,1.326965,1.327185,74
GBPUSD,MINUTE,1745479620000.0,2025-04-24 07:27:00,1.327215,1.327285,1.327075,1.327145,1.327215,1.327285,1.327075,1.327145,1.327215,1.327285,1.327075,1.327145,63
GBPUSD,MINUTE,1745479680000.0,2025-04-24 07:28:00,1.327125,1.3271950000000001,1.327115,1.327185,1.327125,1.3271950000000001,1.327115,1.327185,1.327125,1.3271950000000001,1.327115,1.327185,24
GBPUSD,MINUTE,1745479740000.0,2025-04-24 07:29:00,1.327215,1.327275,1.327085,1.327095,1.327215,1.327275,1.327085,1.327095,1.327215,1.327275,1.327085,1.327095,54
GBPUSD,MINUTE,1745479800000.0,2025-04-24 07:30:00,1.327075,1.327185,1.326985,1.327025,1.327075,1.327185,1.326985,1.327025,1.327075,1.327185,1.326985,1.327025,64
GBPUSD,MINUTE,1745479860000.0,2025-04-24 07:31:00,1.327015,1.327055,1.326975,1.326975,1.327015,1.327055,1.326975,1.326975,1.327015,1.327055,1.326975,1.326975,41
GBPUSD,MINUTE,1745479920000.0,2025-04-24 07:32:00,1.326965,1.327075,1.3269549999999999,1.3269549999999999,1.326965,1.327075,1.3269549999999999,1.3269549999999999,1.326965,1.327075,1.3269549999999999,1.3269549999999999,43
GBPUSD,MINUTE,1745479980000.0,2025-04-24 07:33:00,1.326965,1.327415,1.326965,1.327355,1.326965,1.327415,1.326965,1.327355,1.326965,1.327415,1.326965,1.327355,72
GBPUSD,MINUTE,1745480040000.0,2025-04-24 07:34:00,1.327385,1.327455,1.327255,1.327275,1.327385,1.327455,1.327255,1.327275,1.327385,1.327455,1.327255,1.327275,80
GBPUSD,MINUTE,1745480100000.0,2025-04-24 07:35:00,1.327285,1.327285,1.327165,1.327265,1.327285,1.327285,1.327165,1.327265,1.327285,1.327285,1.327165,1.327265,53
GBPUSD,MINUTE,1745480160000.0,2025-04-24 07:36:00,1.327275,1.327475,1.327265,1.327475,1.327275,1.327475,1.327265,1.327475,1.327275,1.327475,1.327265,1.327475,52
GBPUSD,MINUTE,1745480220000.0,2025-04-24 07:37:00,1.3274650000000001,1.3274650000000001,1.327275,1.327275,1.3274650000000001,1.3274650000000001,1.327275,1.327275,1.3274650000000001,1.3274650000000001,1.327275,1.327275,73
GBPUSD,MINUTE,1745480280000.0,2025-04-24 07:38:00,1.327285,1.327445,1.327275,1.327435,1.327285,1.327445,1.327275,1.327435,1.327285,1.327445,1.327275,1.327435,32
GBPUSD,MINUTE,1745480340000.0,2025-04-24 07:39:00,1.327445,1.3274650000000001,1.327145,1.327145,1.327445,1.3274650000000001,1.327145,1.327145,1.327445,1.3274650000000001,1.327145,1.327145,32
GBPUSD,MINUTE,1745480400000.0,2025-04-24 07:40:00,1.327165,1.327185,1.326965,1.326975,1.327165,1.327185,1.326965,1.326975,1.327165,1.327185,1.326965,1.326975,82
GBPUSD,MINUTE,1745480460000.0,2025-04-24 07:41:00,1.326985,1.326985,1.326825,1.326825,1.326985,1.326985,1.326825,1.326825,1.326985,1.326985,1.326825,1.326825,68
GBPUSD,MINUTE,1745480520000.0,2025-04-24 07:42:00,1.326815,1.326915,1.326555,1.326885,1.326815,1.326915,1.326555,1.326885,1.326815,1.326915,1.326555,1.326885,108
GBPUSD,MINUTE,1745480580000.0,2025-04-24 07:43:00,1.326915,1.326965,1.326775,1.326825,1.326915,1.326965,1.326775,1.326825,1.326915,1.326965,1.326775,1.326825,59
GBPUSD,MINUTE,1745480640000.0,2025-04-24 07:44:00,1.326815,1.326865,1.326775,1.326805,1.326815,1.326865,1.326775,1.326805,1.326815,1.326865,1.326775,1.326805,56
GBPUSD,MINUTE,1745480700000.0,2025-04-24 07:45:00,1.326815,1.326835,1.326765,1.326805,1.326815,1.326835,1.326765,1.326805,1.326815,1.326835,1.326765,1.326805,48
GBPUSD,MINUTE,1745480760000.0,2025-04-24 07:46:00,1.326815,1.326815,1.326655,1.326755,1.326815,1.326815,1.326655,1.326755,1.326815,1.326815,1.326655,1.326755,77
GBPUSD,MINUTE,1745480820000.0,2025-04-24 07:47:00,1.326765,1.327155,1.326765,1.327065,1.326765,1.327155,1.326765,1.327065,1.326765,1.327155,1.326765,1.327065,69
GBPUSD,MINUTE,1745480880000.0,2025-04-24 07:48:00,1.327055,1.327155,1.327055,1.327125,1.327055,1.327155,1.327055,1.327125,1.327055,1.327155,1.327055,1.327125,63
GBPUSD,MINUTE,1745480940000.0,2025-04-24 07:49:00,1.327135,1.3272249999999999,1.327085,1.327215,1.327135,1.3272249999999999,1.327085,1.327215,1.327135,1.3272249999999999,1.327085,1.327215,60
GBPUSD,MINUTE,1745481000000.0,2025-04-24 07:50:00,1.327205,1.327205,1.3269549999999999,1.327015,1.327205,1.327205,1.3269549999999999,1.327015,1.327205,1.327205,1.3269549999999999,1.327015,45
GBPUSD,MINUTE,1745481060000.0,2025-04-24 07:51:00,1.326985,1.327015,1.326905,1.3269549999999999,1.326985,1.327015,1.326905,1.3269549999999999,1.326985,1.327015,1.326905,1.3269549999999999,41
GBPUSD,MINUTE,1745481120000.0,2025-04-24 07:52:00,1.326915,1.327035,1.3268550000000001,1.326915,1.326915,1.327035,1.3268550000000001,1.326915,1.326915,1.327035,1.3268550000000001,1.326915,71
GBPUSD,MINUTE,1745481180000.0,2025-04-24 07:53:00,1.326925,1.326985,1.326805,1.326825,1.326925,1.326985,1.326805,1.326825,1.326925,1.326985,1.326805,1.326825,55
GBPUSD,MINUTE,1745481240000.0,2025-04-24 07:54:00,1.326845,1.3268550000000001,1.326655,1.326745,1.326845,1.3268550000000001,1.326655,1.326745,1.326845,1.3268550000000001,1.326655,1.326745,56
GBPUSD,MINUTE,1745481300000.0,2025-04-24 07:55:00,1.326725,1.326725,1.326475,1.326495,1.326725,1.326725,1.326475,1.326495,1.326725,1.326725,1.326475,1.326495,119
GBPUSD,MINUTE,1745481360000.0,2025-04-24 07:56:00,1.326505,1.326975,1.326495,1.326915,1.326505,1.326975,1.326495,1.326915,1.326505,1.326975,1.326495,1.326915,88
GBPUSD,MINUTE,1745481420000.0,2025-04-24 07:57:00,1.326905,1.326925,1.3266149999999999,1.326845,1.326905,1.326925,1.3266149999999999,1.326845,1.326905,1.326925,1.3266149999999999,1.326845,114
GBPUSD,MINUTE,1745481480000.0,2025-04-24 07:58:00,1.326835,1.326865,1.326695,1.326735,1.326835,1.326865,1.326695,1.326735,1.326835,1.326865,1.326695,1.326735,107
GBPUSD,MINUTE,1745481540000.0,2025-04-24 07:59:00,1.326715,1.326845,1.326695,1.326815,1.326715,1.326845,1.326695,1.326815,1.326715,1.326845,1.326695,1.326815,69
GBPUSD,MINUTE,1745481600000.0,2025-04-24 08:00:00,1.326785,1.326885,1.326555,1.326575,1.326785,1.326885,1.326555,1.326575,1.326785,1.326885,1.326555,1.326575,160
GBPUSD,MINUTE,1745481660000.0,2025-04-24 08:01:00,1.3265850000000001,1.327015,1.326575,1.327015,1.3265850000000001,1.327015,1.326575,1.327015,1.3265850000000001,1.327015,1.326575,1.327015,147
