epic,resolution,t,datetime,open,high,low,close,open_raw,high_raw,low_raw,close_raw,open_original,high_original,low_original,close_original,volume
GBPUSD,MINUTE,1744371300000.0,2025-04-11 11:35:00,1.309385,1.309915,1.309315,1.309865,1.309385,1.309915,1.309315,1.309865,1.309385,1.309915,1.309315,1.309865,170
GBPUSD,MINUTE,1744371360000.0,2025-04-11 11:36:00,1.309875,1.310285,1.309765,1.310205,1.309875,1.310285,1.309765,1.310205,1.309875,1.310285,1.309765,1.310205,225
GBPUSD,MINUTE,1744371420000.0,2025-04-11 11:37:00,1.310235,1.310405,1.309895,1.310255,1.310235,1.310405,1.309895,1.310255,1.310235,1.310405,1.309895,1.310255,205
GBPUSD,MINUTE,1744371480000.0,2025-04-11 11:38:00,1.310245,1.310785,1.310065,1.310785,1.310245,1.310785,1.310065,1.310785,1.310245,1.310785,1.310065,1.310785,213
GBPUSD,MINUTE,1744371540000.0,2025-04-11 11:39:00,1.310795,1.3112949999999999,1.310705,1.311005,1.310795,1.3112949999999999,1.310705,1.311005,1.310795,1.3112949999999999,1.310705,1.311005,221
GBPUSD,MINUTE,1744371600000.0,2025-04-11 11:40:00,1.310965,1.311095,1.310635,1.310665,1.310965,1.311095,1.310635,1.310665,1.310965,1.311095,1.310635,1.310665,196
GBPUSD,MINUTE,1744371660000.0,2025-04-11 11:41:00,1.3106550000000001,1.3110249999999999,1.310635,1.310995,1.3106550000000001,1.3110249999999999,1.310635,1.310995,1.3106550000000001,1.3110249999999999,1.310635,1.310995,155
GBPUSD,MINUTE,1744371720000.0,2025-04-11 11:42:00,1.311005,1.312025,1.310895,1.311985,1.311005,1.312025,1.310895,1.311985,1.311005,1.312025,1.310895,1.311985,164
GBPUSD,MINUTE,1744371780000.0,2025-04-11 11:43:00,1.311995,1.312225,1.311955,1.312215,1.311995,1.312225,1.311955,1.312215,1.311995,1.312225,1.311955,1.312215,161
GBPUSD,MINUTE,1744371840000.0,2025-04-11 11:44:00,1.312235,1.312415,1.3121450000000001,1.312285,1.312235,1.312415,1.3121450000000001,1.312285,1.312235,1.312415,1.3121450000000001,1.312285,178
GBPUSD,MINUTE,1744371900000.0,2025-04-11 11:45:00,1.312265,1.3125149999999999,1.311855,1.312325,1.312265,1.3125149999999999,1.311855,1.312325,1.312265,1.3125149999999999,1.311855,1.312325,208
GBPUSD,MINUTE,1744371960000.0,2025-04-11 11:46:00,1.312315,1.313185,1.312115,1.3130950000000001,1.312315,1.313185,1.312115,1.3130950000000001,1.312315,1.313185,1.312115,1.3130950000000001,232
GBPUSD,MINUTE,1744372020000.0,2025-04-11 11:47:00,1.313105,1.313405,1.312665,1.312685,1.313105,1.313405,1.312665,1.312685,1.313105,1.313405,1.312665,1.312685,178
GBPUSD,MINUTE,1744372080000.0,2025-04-11 11:48:00,1.312695,1.313105,1.312535,1.3130950000000001,1.312695,1.313105,1.312535,1.3130950000000001,1.312695,1.313105,1.312535,1.3130950000000001,200
GBPUSD,MINUTE,1744372140000.0,2025-04-11 11:49:00,1.313105,1.314005,1.313105,1.3137050000000001,1.313105,1.314005,1.313105,1.3137050000000001,1.313105,1.314005,1.313105,1.3137050000000001,234
GBPUSD,MINUTE,1744372200000.0,2025-04-11 11:50:00,1.313715,1.314055,1.3134649999999999,1.313995,1.313715,1.314055,1.3134649999999999,1.313995,1.313715,1.314055,1.3134649999999999,1.313995,267
GBPUSD,MINUTE,1744372260000.0,2025-04-11 11:51:00,1.313985,1.314145,1.3137349999999999,1.314135,1.313985,1.314145,1.3137349999999999,1.314135,1.313985,1.314145,1.3137349999999999,1.314135,213
GBPUSD,MINUTE,1744372320000.0,2025-04-11 11:52:00,1.314145,1.314525,1.313845,1.314015,1.314145,1.314525,1.313845,1.314015,1.314145,1.314525,1.313845,1.314015,245
GBPUSD,MINUTE,1744372380000.0,2025-04-11 11:53:00,1.314005,1.314255,1.313725,1.3139750000000001,1.314005,1.314255,1.313725,1.3139750000000001,1.314005,1.314255,1.313725,1.3139750000000001,215
GBPUSD,MINUTE,1744372440000.0,2025-04-11 11:54:00,1.313985,1.314305,1.313685,1.314155,1.313985,1.314305,1.313685,1.314155,1.313985,1.314305,1.313685,1.314155,176
GBPUSD,MINUTE,1744372500000.0,2025-04-11 11:55:00,1.314135,1.314135,1.312975,1.313385,1.314135,1.314135,1.312975,1.313385,1.314135,1.314135,1.312975,1.313385,234
GBPUSD,MINUTE,1744372560000.0,2025-04-11 11:56:00,1.313405,1.313795,1.313315,1.313655,1.313405,1.313795,1.313315,1.313655,1.313405,1.313795,1.313315,1.313655,203
GBPUSD,MINUTE,1744372620000.0,2025-04-11 11:57:00,1.313675,1.313765,1.313225,1.313385,1.313675,1.313765,1.313225,1.313385,1.313675,1.313765,1.313225,1.313385,230
GBPUSD,MINUTE,1744372680000.0,2025-04-11 11:58:00,1.313395,1.313395,1.312675,1.3128549999999999,1.313395,1.313395,1.312675,1.3128549999999999,1.313395,1.313395,1.312675,1.3128549999999999,216
GBPUSD,MINUTE,1744372740000.0,2025-04-11 11:59:00,1.312835,1.312885,1.312275,1.312285,1.312835,1.312885,1.312275,1.312285,1.312835,1.312885,1.312275,1.312285,194
GBPUSD,MINUTE,1744372800000.0,2025-04-11 12:00:00,1.312265,1.312275,1.310625,1.310715,1.312265,1.312275,1.310625,1.310715,1.312265,1.312275,1.310625,1.310715,369
GBPUSD,MINUTE,1744372860000.0,2025-04-11 12:01:00,1.310695,1.310775,1.3093650000000001,1.309575,1.310695,1.310775,1.3093650000000001,1.309575,1.310695,1.310775,1.3093650000000001,1.309575,360
GBPUSD,MINUTE,1744372920000.0,2025-04-11 12:02:00,1.309565,1.309695,1.308955,1.308985,1.309565,1.309695,1.308955,1.308985,1.309565,1.309695,1.308955,1.308985,326
GBPUSD,MINUTE,1744372980000.0,2025-04-11 12:03:00,1.308965,1.309055,1.308615,1.308705,1.308965,1.309055,1.308615,1.308705,1.308965,1.309055,1.308615,1.308705,276
GBPUSD,MINUTE,1744373040000.0,2025-04-11 12:04:00,1.308735,1.3091949999999999,1.308415,1.308465,1.308735,1.3091949999999999,1.308415,1.308465,1.308735,1.3091949999999999,1.308415,1.308465,234
GBPUSD,MINUTE,1744373100000.0,2025-04-11 12:05:00,1.308475,1.308885,1.308425,1.308765,1.308475,1.308885,1.308425,1.308765,1.308475,1.308885,1.308425,1.308765,179
GBPUSD,MINUTE,1744373160000.0,2025-04-11 12:06:00,1.308775,1.309085,1.308425,1.3084850000000001,1.308775,1.309085,1.308425,1.3084850000000001,1.308775,1.309085,1.308425,1.3084850000000001,293
GBPUSD,MINUTE,1744373220000.0,2025-04-11 12:07:00,1.308475,1.309165,1.308475,1.309005,1.308475,1.309165,1.308475,1.309005,1.308475,1.309165,1.308475,1.309005,193
GBPUSD,MINUTE,1744373280000.0,2025-04-11 12:08:00,1.308995,1.309285,1.3088549999999999,1.309175,1.308995,1.309285,1.3088549999999999,1.309175,1.308995,1.309285,1.3088549999999999,1.309175,197
GBPUSD,MINUTE,1744373340000.0,2025-04-11 12:09:00,1.3091949999999999,1.309285,1.3088549999999999,1.309155,1.3091949999999999,1.309285,1.3088549999999999,1.309155,1.3091949999999999,1.309285,1.3088549999999999,1.309155,173
GBPUSD,MINUTE,1744373400000.0,2025-04-11 12:10:00,1.309165,1.309185,1.308625,1.308895,1.309165,1.309185,1.308625,1.308895,1.309165,1.309185,1.308625,1.308895,150
GBPUSD,MINUTE,1744373460000.0,2025-04-11 12:11:00,1.308885,1.309275,1.308685,1.308795,1.308885,1.309275,1.308685,1.308795,1.308885,1.309275,1.308685,1.308795,185
GBPUSD,MINUTE,1744373520000.0,2025-04-11 12:12:00,1.308785,1.309085,1.308425,1.308675,1.308785,1.309085,1.308425,1.308675,1.308785,1.309085,1.308425,1.308675,157
GBPUSD,MINUTE,1744373580000.0,2025-04-11 12:13:00,1.308655,1.309025,1.308375,1.308415,1.308655,1.309025,1.308375,1.308415,1.308655,1.309025,1.308375,1.308415,211
GBPUSD,MINUTE,1744373640000.0,2025-04-11 12:14:00,1.308435,1.309075,1.308395,1.308995,1.308435,1.309075,1.308395,1.308995,1.308435,1.309075,1.308395,1.308995,252
GBPUSD,MINUTE,1744373700000.0,2025-04-11 12:15:00,1.308985,1.309275,1.308665,1.309265,1.308985,1.309275,1.308665,1.309265,1.308985,1.309275,1.308665,1.309265,180
GBPUSD,MINUTE,1744373760000.0,2025-04-11 12:16:00,1.309255,1.309885,1.309155,1.309885,1.309255,1.309885,1.309155,1.309885,1.309255,1.309885,1.309155,1.309885,212
GBPUSD,MINUTE,1744373820000.0,2025-04-11 12:17:00,1.309875,1.309925,1.309355,1.309555,1.309875,1.309925,1.309355,1.309555,1.309875,1.309925,1.309355,1.309555,177
GBPUSD,MINUTE,1744373880000.0,2025-04-11 12:18:00,1.309545,1.3097050000000001,1.309265,1.309575,1.309545,1.3097050000000001,1.309265,1.309575,1.309545,1.3097050000000001,1.309265,1.309575,186
GBPUSD,MINUTE,1744373940000.0,2025-04-11 12:19:00,1.309585,1.310325,1.309555,1.310235,1.309585,1.310325,1.309555,1.310235,1.309585,1.310325,1.309555,1.310235,188
GBPUSD,MINUTE,1744374000000.0,2025-04-11 12:20:00,1.310225,1.310285,1.3097349999999999,1.309885,1.310225,1.310285,1.3097349999999999,1.309885,1.310225,1.310285,1.3097349999999999,1.309885,161
GBPUSD,MINUTE,1744374060000.0,2025-04-11 12:21:00,1.309865,1.309885,1.3093650000000001,1.309555,1.309865,1.309885,1.3093650000000001,1.309555,1.309865,1.309885,1.3093650000000001,1.309555,169
GBPUSD,MINUTE,1744374120000.0,2025-04-11 12:22:00,1.309565,1.309855,1.309155,1.309655,1.309565,1.309855,1.309155,1.309655,1.309565,1.309855,1.309155,1.309655,214
GBPUSD,MINUTE,1744374180000.0,2025-04-11 12:23:00,1.309645,1.310185,1.309605,1.3099750000000001,1.309645,1.310185,1.309605,1.3099750000000001,1.309645,1.310185,1.309605,1.3099750000000001,173
GBPUSD,MINUTE,1744374240000.0,2025-04-11 12:24:00,1.309965,1.309965,1.309145,1.309255,1.309965,1.309965,1.309145,1.309255,1.309965,1.309965,1.309145,1.309255,200
GBPUSD,MINUTE,1744374300000.0,2025-04-11 12:25:00,1.309245,1.309245,1.308625,1.308645,1.309245,1.309245,1.308625,1.308645,1.309245,1.309245,1.308625,1.308645,153
GBPUSD,MINUTE,1744374360000.0,2025-04-11 12:26:00,1.308655,1.309135,1.308615,1.308955,1.308655,1.309135,1.308615,1.308955,1.308655,1.309135,1.308615,1.308955,167
GBPUSD,MINUTE,1744374420000.0,2025-04-11 12:27:00,1.308985,1.309285,1.308745,1.308885,1.308985,1.309285,1.308745,1.308885,1.308985,1.309285,1.308745,1.308885,182
GBPUSD,MINUTE,1744374480000.0,2025-04-11 12:28:00,1.308875,1.309485,1.308875,1.309235,1.308875,1.309485,1.308875,1.309235,1.308875,1.309485,1.308875,1.309235,146
GBPUSD,MINUTE,1744374540000.0,2025-04-11 12:29:00,1.309215,1.309215,1.3088549999999999,1.308915,1.309215,1.309215,1.3088549999999999,1.308915,1.309215,1.309215,1.3088549999999999,1.308915,164
GBPUSD,MINUTE,1744374600000.0,2025-04-11 12:30:00,1.308935,1.309105,1.308675,1.308795,1.308935,1.309105,1.308675,1.308795,1.308935,1.309105,1.308675,1.308795,155
GBPUSD,MINUTE,1744374660000.0,2025-04-11 12:31:00,1.308815,1.309185,1.308795,1.3090950000000001,1.308815,1.309185,1.308795,1.3090950000000001,1.308815,1.309185,1.308795,1.3090950000000001,131
GBPUSD,MINUTE,1744374720000.0,2025-04-11 12:32:00,1.309115,1.309155,1.308465,1.308465,1.309115,1.309155,1.308465,1.308465,1.309115,1.309155,1.308465,1.308465,122
GBPUSD,MINUTE,1744374780000.0,2025-04-11 12:33:00,1.308455,1.308525,1.308395,1.308475,1.308455,1.308525,1.308395,1.308475,1.308455,1.308525,1.308395,1.308475,91
GBPUSD,MINUTE,1744374840000.0,2025-04-11 12:34:00,1.308455,1.308475,1.307245,1.307585,1.308455,1.308475,1.307245,1.307585,1.308455,1.308475,1.307245,1.307585,277
GBPUSD,MINUTE,1744374900000.0,2025-04-11 12:35:00,1.307595,1.307775,1.307305,1.307655,1.307595,1.307775,1.307305,1.307655,1.307595,1.307775,1.307305,1.307655,213
GBPUSD,MINUTE,1744374960000.0,2025-04-11 12:36:00,1.307665,1.307785,1.3075350000000001,1.307595,1.307665,1.307785,1.3075350000000001,1.307595,1.307665,1.307785,1.3075350000000001,1.307595,144
GBPUSD,MINUTE,1744375020000.0,2025-04-11 12:37:00,1.3076050000000001,1.307695,1.307255,1.307385,1.3076050000000001,1.307695,1.307255,1.307385,1.3076050000000001,1.307695,1.307255,1.307385,203
GBPUSD,MINUTE,1744375080000.0,2025-04-11 12:38:00,1.307375,1.307585,1.307235,1.3073649999999999,1.307375,1.307585,1.307235,1.3073649999999999,1.307375,1.307585,1.307235,1.3073649999999999,164
GBPUSD,MINUTE,1744375140000.0,2025-04-11 12:39:00,1.307355,1.307665,1.307215,1.307475,1.307355,1.307665,1.307215,1.307475,1.307355,1.307665,1.307215,1.307475,193
GBPUSD,MINUTE,1744375200000.0,2025-04-11 12:40:00,1.307485,1.307485,1.3064149999999999,1.306445,1.307485,1.307485,1.3064149999999999,1.306445,1.307485,1.307485,1.3064149999999999,1.306445,226
GBPUSD,MINUTE,1744375260000.0,2025-04-11 12:41:00,1.306435,1.3066550000000001,1.305845,1.306155,1.306435,1.3066550000000001,1.305845,1.306155,1.306435,1.3066550000000001,1.305845,1.306155,265
GBPUSD,MINUTE,1744375320000.0,2025-04-11 12:42:00,1.306165,1.306535,1.3058049999999999,1.306535,1.306165,1.306535,1.3058049999999999,1.306535,1.306165,1.306535,1.3058049999999999,1.306535,225
GBPUSD,MINUTE,1744375380000.0,2025-04-11 12:43:00,1.306525,1.306555,1.305715,1.305715,1.306525,1.306555,1.305715,1.305715,1.306525,1.306555,1.305715,1.305715,211
GBPUSD,MINUTE,1744375440000.0,2025-04-11 12:44:00,1.305735,1.3060749999999999,1.305675,1.305955,1.305735,1.3060749999999999,1.305675,1.305955,1.305735,1.3060749999999999,1.305675,1.305955,181
GBPUSD,MINUTE,1744375500000.0,2025-04-11 12:45:00,1.305945,1.306855,1.305745,1.306855,1.305945,1.306855,1.305745,1.306855,1.305945,1.306855,1.305745,1.306855,250
GBPUSD,MINUTE,1744375560000.0,2025-04-11 12:46:00,1.306845,1.307155,1.306675,1.306985,1.306845,1.307155,1.306675,1.306985,1.306845,1.307155,1.306675,1.306985,203
GBPUSD,MINUTE,1744375620000.0,2025-04-11 12:47:00,1.306975,1.307055,1.306555,1.306785,1.306975,1.307055,1.306555,1.306785,1.306975,1.307055,1.306555,1.306785,189
GBPUSD,MINUTE,1744375680000.0,2025-04-11 12:48:00,1.306775,1.307195,1.306745,1.306865,1.306775,1.307195,1.306745,1.306865,1.306775,1.307195,1.306745,1.306865,152
GBPUSD,MINUTE,1744375740000.0,2025-04-11 12:49:00,1.306855,1.306855,1.306295,1.306465,1.306855,1.306855,1.306295,1.306465,1.306855,1.306855,1.306295,1.306465,150
GBPUSD,MINUTE,1744375800000.0,2025-04-11 12:50:00,1.306475,1.307035,1.306355,1.306775,1.306475,1.307035,1.306355,1.306775,1.306475,1.307035,1.306355,1.306775,196
GBPUSD,MINUTE,1744375860000.0,2025-04-11 12:51:00,1.306745,1.306745,1.306355,1.306585,1.306745,1.306745,1.306355,1.306585,1.306745,1.306745,1.306355,1.306585,177
GBPUSD,MINUTE,1744375920000.0,2025-04-11 12:52:00,1.306575,1.306805,1.306505,1.306615,1.306575,1.306805,1.306505,1.306615,1.306575,1.306805,1.306505,1.306615,200
GBPUSD,MINUTE,1744375980000.0,2025-04-11 12:53:00,1.306625,1.306645,1.306305,1.306445,1.306625,1.306645,1.306305,1.306445,1.306625,1.306645,1.306305,1.306445,195
GBPUSD,MINUTE,1744376040000.0,2025-04-11 12:54:00,1.306455,1.306775,1.306265,1.306745,1.306455,1.306775,1.306265,1.306745,1.306455,1.306775,1.306265,1.306745,159
GBPUSD,MINUTE,1744376100000.0,2025-04-11 12:55:00,1.3067549999999999,1.306785,1.306455,1.306475,1.3067549999999999,1.306785,1.306455,1.306475,1.3067549999999999,1.306785,1.306455,1.306475,146
GBPUSD,MINUTE,1744376160000.0,2025-04-11 12:56:00,1.306485,1.307165,1.306455,1.306905,1.306485,1.307165,1.306455,1.306905,1.306485,1.307165,1.306455,1.306905,231
GBPUSD,MINUTE,1744376220000.0,2025-04-11 12:57:00,1.306915,1.307165,1.306665,1.306825,1.306915,1.307165,1.306665,1.306825,1.306915,1.307165,1.306665,1.306825,243
GBPUSD,MINUTE,1744376280000.0,2025-04-11 12:58:00,1.306835,1.307145,1.306625,1.306775,1.306835,1.307145,1.306625,1.306775,1.306835,1.307145,1.306625,1.306775,265
GBPUSD,MINUTE,1744376340000.0,2025-04-11 12:59:00,1.306785,1.307555,1.306785,1.307375,1.306785,1.307555,1.306785,1.307375,1.306785,1.307555,1.306785,1.307375,226
GBPUSD,MINUTE,1744376400000.0,2025-04-11 13:00:00,1.307355,1.307475,1.307155,1.307305,1.307355,1.307475,1.307155,1.307305,1.307355,1.307475,1.307155,1.307305,234
GBPUSD,MINUTE,1744376460000.0,2025-04-11 13:01:00,1.3072949999999999,1.307595,1.307175,1.307175,1.3072949999999999,1.307595,1.307175,1.307175,1.3072949999999999,1.307595,1.307175,1.307175,233
GBPUSD,MINUTE,1744376520000.0,2025-04-11 13:02:00,1.307165,1.3072949999999999,1.306895,1.307135,1.307165,1.3072949999999999,1.306895,1.307135,1.307165,1.3072949999999999,1.306895,1.307135,196
GBPUSD,MINUTE,1744376580000.0,2025-04-11 13:03:00,1.307145,1.307655,1.307075,1.307575,1.307145,1.307655,1.307075,1.307575,1.307145,1.307655,1.307075,1.307575,182
GBPUSD,MINUTE,1744376640000.0,2025-04-11 13:04:00,1.307565,1.307685,1.307445,1.307485,1.307565,1.307685,1.307445,1.307485,1.307565,1.307685,1.307445,1.307485,131
GBPUSD,MINUTE,1744376700000.0,2025-04-11 13:05:00,1.307525,1.307685,1.307455,1.307515,1.307525,1.307685,1.307455,1.307515,1.307525,1.307685,1.307455,1.307515,127
GBPUSD,MINUTE,1744376760000.0,2025-04-11 13:06:00,1.307525,1.307995,1.307505,1.307855,1.307525,1.307995,1.307505,1.307855,1.307525,1.307995,1.307505,1.307855,164
GBPUSD,MINUTE,1744376820000.0,2025-04-11 13:07:00,1.307845,1.3078750000000001,1.3075350000000001,1.307675,1.307845,1.3078750000000001,1.3075350000000001,1.307675,1.307845,1.3078750000000001,1.3075350000000001,1.307675,122
GBPUSD,MINUTE,1744376880000.0,2025-04-11 13:08:00,1.307665,1.308315,1.307665,1.308285,1.307665,1.308315,1.307665,1.308285,1.307665,1.308315,1.307665,1.308285,141
GBPUSD,MINUTE,1744376940000.0,2025-04-11 13:09:00,1.308265,1.308405,1.308115,1.308165,1.308265,1.308405,1.308115,1.308165,1.308265,1.308405,1.308115,1.308165,102
GBPUSD,MINUTE,1744377000000.0,2025-04-11 13:10:00,1.308175,1.308445,1.308155,1.308305,1.308175,1.308445,1.308155,1.308305,1.308175,1.308445,1.308155,1.308305,148
GBPUSD,MINUTE,1744377060000.0,2025-04-11 13:11:00,1.308315,1.308725,1.308305,1.308465,1.308315,1.308725,1.308305,1.308465,1.308315,1.308725,1.308305,1.308465,160
GBPUSD,MINUTE,1744377120000.0,2025-04-11 13:12:00,1.3084850000000001,1.308635,1.308445,1.308495,1.3084850000000001,1.308635,1.308445,1.308495,1.3084850000000001,1.308635,1.308445,1.308495,111
GBPUSD,MINUTE,1744377180000.0,2025-04-11 13:13:00,1.308535,1.308695,1.307935,1.307935,1.308535,1.308695,1.307935,1.307935,1.308535,1.308695,1.307935,1.307935,185
GBPUSD,MINUTE,1744377240000.0,2025-04-11 13:14:00,1.307915,1.308185,1.307845,1.307965,1.307915,1.308185,1.307845,1.307965,1.307915,1.308185,1.307845,1.307965,126
GBPUSD,MINUTE,1744377300000.0,2025-04-11 13:15:00,1.307955,1.308085,1.307865,1.307865,1.307955,1.308085,1.307865,1.307865,1.307955,1.308085,1.307865,1.307865,97
GBPUSD,MINUTE,1744377360000.0,2025-04-11 13:16:00,1.3078750000000001,1.3078750000000001,1.307245,1.3073649999999999,1.3078750000000001,1.3078750000000001,1.307245,1.3073649999999999,1.3078750000000001,1.3078750000000001,1.307245,1.3073649999999999,182
GBPUSD,MINUTE,1744377420000.0,2025-04-11 13:17:00,1.307375,1.307385,1.306855,1.306865,1.307375,1.307385,1.306855,1.306865,1.307375,1.307385,1.306855,1.306865,162
GBPUSD,MINUTE,1744377480000.0,2025-04-11 13:18:00,1.306885,1.307055,1.306465,1.306785,1.306885,1.307055,1.306465,1.306785,1.306885,1.307055,1.306465,1.306785,219
GBPUSD,MINUTE,1744377540000.0,2025-04-11 13:19:00,1.306775,1.307765,1.3067549999999999,1.307685,1.306775,1.307765,1.3067549999999999,1.307685,1.306775,1.307765,1.3067549999999999,1.307685,184
GBPUSD,MINUTE,1744377600000.0,2025-04-11 13:20:00,1.307715,1.308615,1.307705,1.308535,1.307715,1.308615,1.307705,1.308535,1.307715,1.308615,1.307705,1.308535,169
GBPUSD,MINUTE,1744377660000.0,2025-04-11 13:21:00,1.308545,1.308875,1.308455,1.308845,1.308545,1.308875,1.308455,1.308845,1.308545,1.308875,1.308455,1.308845,125
GBPUSD,MINUTE,1744377720000.0,2025-04-11 13:22:00,1.3088549999999999,1.3090950000000001,1.308675,1.308965,1.3088549999999999,1.3090950000000001,1.308675,1.308965,1.3088549999999999,1.3090950000000001,1.308675,1.308965,147
GBPUSD,MINUTE,1744377780000.0,2025-04-11 13:23:00,1.308955,1.309105,1.308835,1.309075,1.308955,1.309105,1.308835,1.309075,1.308955,1.309105,1.308835,1.309075,137
GBPUSD,MINUTE,1744377840000.0,2025-04-11 13:24:00,1.309085,1.309355,1.308775,1.309355,1.309085,1.309355,1.308775,1.309355,1.309085,1.309355,1.308775,1.309355,160
GBPUSD,MINUTE,1744377900000.0,2025-04-11 13:25:00,1.309335,1.309615,1.309275,1.309615,1.309335,1.309615,1.309275,1.309615,1.309335,1.309615,1.309275,1.309615,163
GBPUSD,MINUTE,1744377960000.0,2025-04-11 13:26:00,1.309605,1.309665,1.309255,1.309335,1.309605,1.309665,1.309255,1.309335,1.309605,1.309665,1.309255,1.309335,146
GBPUSD,MINUTE,1744378020000.0,2025-04-11 13:27:00,1.309355,1.309645,1.309265,1.309525,1.309355,1.309645,1.309265,1.309525,1.309355,1.309645,1.309265,1.309525,153
