epic,resolution,t,datetime,open,high,low,close,spread,volume
GBPUSD,MINUTE,1744222380000,2025-04-09 20:13:00,1.276615,1.277625,1.276475,1.2768950000000001,0.00013000000000018552,11499
GBPUSD,MINUTE,1744222440000,2025-04-09 20:14:00,1.276905,1.277115,1.275705,1.275785,0.00012999999999996348,14099
GBPUSD,MINUTE,1744222500000,2025-04-09 20:15:00,1.2757749999999999,1.276565,1.275525,1.276565,0.00012999999999996348,10399
GBPUSD,MINUTE,1744222560000,2025-04-09 20:16:00,1.276525,1.277075,1.276495,1.277075,0.00012999999999996348,5800
GBPUSD,MINUTE,1744222620000,2025-04-09 20:17:00,1.277065,1.277585,1.2766250000000001,1.277585,0.00012999999999996348,9599
GBPUSD,MINUTE,1744222680000,2025-04-09 20:18:00,1.277595,1.277655,1.276535,1.2766250000000001,0.00013000000000018552,11200
GBPUSD,MINUTE,1744222740000,2025-04-09 20:19:00,1.276605,1.277075,1.276415,1.276745,0.00012999999999996348,6599
GBPUSD,MINUTE,1744222800000,2025-04-09 20:20:00,1.276755,1.2775750000000001,1.2766250000000001,1.2772649999999999,0.00013000000000018552,9500
GBPUSD,MINUTE,1744222860000,2025-04-09 20:21:00,1.277285,1.277415,1.276705,1.277375,0.00012999999999996348,7099
GBPUSD,MINUTE,1744222920000,2025-04-09 20:22:00,1.277415,1.277735,1.277075,1.277675,0.00013000000000018552,6600
GBPUSD,MINUTE,1744222380000,2025-04-09 20:13:00,1.276615,1.277625,1.276475,1.2768950000000001,0.00013000000000018552,11499
GBPUSD,MINUTE,1744222440000,2025-04-09 20:14:00,1.276905,1.277115,1.275705,1.275785,0.00012999999999996348,14099
GBPUSD,MINUTE,1744222500000,2025-04-09 20:15:00,1.2757749999999999,1.276565,1.275525,1.276565,0.00012999999999996348,10399
GBPUSD,MINUTE,1744222560000,2025-04-09 20:16:00,1.276525,1.277075,1.276495,1.277075,0.00012999999999996348,5800
GBPUSD,MINUTE,1744222620000,2025-04-09 20:17:00,1.277065,1.277585,1.2766250000000001,1.277585,0.00012999999999996348,9599
GBPUSD,MINUTE,1744222680000,2025-04-09 20:18:00,1.277595,1.277655,1.276535,1.2766250000000001,0.00013000000000018552,11200
GBPUSD,MINUTE,1744222740000,2025-04-09 20:19:00,1.276605,1.277075,1.276415,1.276745,0.00012999999999996348,6599
GBPUSD,MINUTE,1744222800000,2025-04-09 20:20:00,1.276755,1.2775750000000001,1.2766250000000001,1.2772649999999999,0.00013000000000018552,9500
GBPUSD,MINUTE,1744222860000,2025-04-09 20:21:00,1.277285,1.277415,1.276705,1.277375,0.00012999999999996348,7099
GBPUSD,MINUTE,1744222920000,2025-04-09 20:22:00,1.277415,1.277735,1.277075,1.277675,0.00013000000000018552,6600
GBPUSD,MINUTE,1744222980000,2025-04-09 20:23:00,1.277665,1.278495,1.277155,1.278385,0.00013000000000018552,13399
GBPUSD,MINUTE,1744223040000,2025-04-09 20:24:00,1.278365,1.278775,1.278075,1.278545,0.00012999999999996348,6999
GBPUSD,MINUTE,1744223100000,2025-04-09 20:25:00,1.2785549999999999,1.279635,1.278525,1.278615,0.00012999999999996348,11100
GBPUSD,MINUTE,1744223160000,2025-04-09 20:26:00,1.278645,1.278995,1.278395,1.278835,0.00012999999999996348,6000
GBPUSD,MINUTE,1744223220000,2025-04-09 20:27:00,1.278855,1.279965,1.278855,1.279945,0.00013000000000018552,11099
GBPUSD,MINUTE,1744223280000,2025-04-09 20:28:00,1.279905,1.2800150000000001,1.279485,1.279695,0.00012999999999996348,5300
GBPUSD,MINUTE,1744223340000,2025-04-09 20:29:00,1.279705,1.280445,1.2794050000000001,1.280135,0.00012999999999996348,10399
GBPUSD,MINUTE,1744223400000,2025-04-09 20:30:00,1.280115,1.2812649999999999,1.280075,1.281025,0.00012999999999996348,11899
GBPUSD,MINUTE,1744223460000,2025-04-09 20:31:00,1.281045,1.281395,1.280935,1.281225,0.00012999999999996348,4600
GBPUSD,MINUTE,1744223520000,2025-04-09 20:32:00,1.2812350000000001,1.282045,1.281145,1.281905,0.00012999999999996348,9000
GBPUSD,MINUTE,1744222380000,2025-04-09 20:13:00,1.276615,1.277625,1.276475,1.2768950000000001,0.00013000000000018552,11499
GBPUSD,MINUTE,1744222440000,2025-04-09 20:14:00,1.276905,1.277115,1.275705,1.275785,0.00012999999999996348,14099
GBPUSD,MINUTE,1744222500000,2025-04-09 20:15:00,1.2757749999999999,1.276565,1.275525,1.276565,0.00012999999999996348,10399
GBPUSD,MINUTE,1744222560000,2025-04-09 20:16:00,1.276525,1.277075,1.276495,1.277075,0.00012999999999996348,5800
GBPUSD,MINUTE,1744222620000,2025-04-09 20:17:00,1.277065,1.277585,1.2766250000000001,1.277585,0.00012999999999996348,9599
GBPUSD,MINUTE,1744222680000,2025-04-09 20:18:00,1.277595,1.277655,1.276535,1.2766250000000001,0.00013000000000018552,11200
GBPUSD,MINUTE,1744222740000,2025-04-09 20:19:00,1.276605,1.277075,1.276415,1.276745,0.00012999999999996348,6599
GBPUSD,MINUTE,1744222800000,2025-04-09 20:20:00,1.276755,1.2775750000000001,1.2766250000000001,1.2772649999999999,0.00013000000000018552,9500
GBPUSD,MINUTE,1744222860000,2025-04-09 20:21:00,1.277285,1.277415,1.276705,1.277375,0.00012999999999996348,7099
GBPUSD,MINUTE,1744222920000,2025-04-09 20:22:00,1.277415,1.277735,1.277075,1.277675,0.00013000000000018552,6600
GBPUSD,MINUTE,1744222980000,2025-04-09 20:23:00,1.277665,1.278495,1.277155,1.278385,0.00013000000000018552,13399
GBPUSD,MINUTE,1744223040000,2025-04-09 20:24:00,1.278365,1.278775,1.278075,1.278545,0.00012999999999996348,6999
GBPUSD,MINUTE,1744223100000,2025-04-09 20:25:00,1.2785549999999999,1.279635,1.278525,1.278615,0.00012999999999996348,11100
GBPUSD,MINUTE,1744223160000,2025-04-09 20:26:00,1.278645,1.278995,1.278395,1.278835,0.00012999999999996348,6000
GBPUSD,MINUTE,1744223220000,2025-04-09 20:27:00,1.278855,1.279965,1.278855,1.279945,0.00013000000000018552,11099
GBPUSD,MINUTE,1744223280000,2025-04-09 20:28:00,1.279905,1.2800150000000001,1.279485,1.279695,0.00012999999999996348,5300
GBPUSD,MINUTE,1744223340000,2025-04-09 20:29:00,1.279705,1.280445,1.2794050000000001,1.280135,0.00012999999999996348,10399
GBPUSD,MINUTE,1744223400000,2025-04-09 20:30:00,1.280115,1.2812649999999999,1.280075,1.281025,0.00012999999999996348,11899
GBPUSD,MINUTE,1744223460000,2025-04-09 20:31:00,1.281045,1.281395,1.280935,1.281225,0.00012999999999996348,4600
GBPUSD,MINUTE,1744223520000,2025-04-09 20:32:00,1.2812350000000001,1.282045,1.281145,1.281905,0.00012999999999996348,9000
GBPUSD,MINUTE,1744223580000,2025-04-09 20:33:00,1.281915,1.281945,1.281395,1.281905,0.00012999999999996348,5499
GBPUSD,MINUTE,1744223640000,2025-04-09 20:34:00,1.281885,1.281905,1.280795,1.281365,0.00012999999999996348,11100
GBPUSD,MINUTE,1744223700000,2025-04-09 20:35:00,1.281385,1.282395,1.281375,1.282015,0.00013000000000018552,10200
GBPUSD,MINUTE,1744223760000,2025-04-09 20:36:00,1.282005,1.2824849999999999,1.281995,1.282175,0.00012999999999996348,4899
GBPUSD,MINUTE,1744223820000,2025-04-09 20:37:00,1.282165,1.282285,1.281795,1.282065,0.00012999999999996348,4899
GBPUSD,MINUTE,1744223880000,2025-04-09 20:38:00,1.282075,1.282435,1.281855,1.282265,0.00012999999999996348,5800
