position_id,symbol,direction,quantity,entry_price,entry_time,exit_price,exit_time,is_open,pnl,realized_pnl,unrealized_pnl,exit_reason,stop_loss,take_profit,order_id
GBPUSD_20240102110000_SHORT,GBPUSD,SHORT,1.0,1.26838,2024-01-02 11:00:00,1.26289,2024-01-03 12:00:00,False,0.005489999999999995,0.005489999999999995,0.0,TRADE,,,
GBPUSD_20240103130000_SHORT,GBPUSD,SHORT,1.0,1.26245,2024-01-03 13:00:00,1.26702,2024-01-04 14:00:00,False,-0.004569999999999963,-0.004569999999999963,0.0,TRADE,,,
GBPUSD_20240104150000_SHORT,GBPUSD,SHORT,1.0,1.26937,2024-01-04 15:00:00,1.27419,2024-01-05 16:00:00,False,-0.004819999999999824,-0.004819999999999824,0.0,TRADE,,,
GBPUSD_20240105170000_SHORT,GBPUSD,SHORT,1.0,1.2731,2024-01-05 17:00:00,1.271,2024-01-08 03:00:00,False,0.0020999999999999908,0.0020999999999999908,0.0,TRADE,,,
GBPUSD_20240108040000_LONG,GBPUSD,LONG,1.0,1.27002,2024-01-08 04:00:00,1.27042,2024-01-08 12:00:00,False,0.000400000000000178,0.000400000000000178,0.0,TRADE,,,
GBPUSD_20240108130000_SHORT,GBPUSD,SHORT,1.0,1.271,2024-01-08 13:00:00,1.27215,2024-01-09 14:00:00,False,-0.0011499999999999844,-0.0011499999999999844,0.0,TRADE,,,
GBPUSD_20240109150000_SHORT,GBPUSD,SHORT,1.0,1.27161,2024-01-09 15:00:00,1.2736,2024-01-10 16:00:00,False,-0.0019900000000001583,-0.0019900000000001583,0.0,TRADE,,,
GBPUSD_20240110170000_SHORT,GBPUSD,SHORT,1.0,1.27282,2024-01-10 17:00:00,1.27276,2024-01-11 18:00:00,False,6.000000000017103e-05,6.000000000017103e-05,0.0,TRADE,,,
GBPUSD_20240111190000_SHORT,GBPUSD,SHORT,1.0,1.27537,2024-01-11 19:00:00,1.2748,2024-01-12 20:00:00,False,0.0005699999999999594,0.0005699999999999594,0.0,TRADE,,,
GBPUSD_20240112210000_SHORT,GBPUSD,SHORT,1.0,1.27462,2024-01-12 21:00:00,1.27276,2024-01-15 21:00:00,False,0.0018600000000001948,0.0018600000000001948,0.0,TRADE,,,
GBPUSD_20240116070000_SHORT,GBPUSD,SHORT,1.0,1.26747,2024-01-16 07:00:00,1.26648,2024-01-17 08:00:00,False,0.0009900000000000464,0.0009900000000000464,0.0,TRADE,,,
GBPUSD_20240117090000_SHORT,GBPUSD,SHORT,1.0,1.26473,2024-01-17 09:00:00,1.26822,2024-01-18 10:00:00,False,-0.003489999999999993,-0.003489999999999993,0.0,TRADE,,,
GBPUSD_20240118110000_SHORT,GBPUSD,SHORT,1.0,1.269,2024-01-18 11:00:00,1.26797,2024-01-19 12:00:00,False,0.0010299999999998644,0.0010299999999998644,0.0,TRADE,,,
GBPUSD_20240119130000_SHORT,GBPUSD,SHORT,1.0,1.2678,2024-01-19 13:00:00,1.27192,2024-01-22 14:00:00,False,-0.0041199999999999015,-0.0041199999999999015,0.0,TRADE,,,
GBPUSD_20240122150000_SHORT,GBPUSD,SHORT,1.0,1.27202,2024-01-22 15:00:00,1.2673,2024-01-23 16:00:00,False,0.0047199999999998354,0.0047199999999998354,0.0,TRADE,,,
GBPUSD_20240123170000_SHORT,GBPUSD,SHORT,1.0,1.26537,2024-01-23 17:00:00,1.27392,2024-01-24 18:00:00,False,-0.008549999999999836,-0.008549999999999836,0.0,TRADE,,,
GBPUSD_20240124190000_SHORT,GBPUSD,SHORT,1.0,1.27263,2024-01-24 19:00:00,1.26999,2024-01-25 20:00:00,False,0.0026399999999999757,0.0026399999999999757,0.0,TRADE,,,
GBPUSD_20240125210000_SHORT,GBPUSD,SHORT,1.0,1.27059,2024-01-25 21:00:00,1.2699,2024-01-28 22:00:00,False,0.0006900000000000794,0.0006900000000000794,0.0,TRADE,,,
GBPUSD_20240129050000_LONG,GBPUSD,LONG,1.0,1.27076,2024-01-29 05:00:00,1.27031,2024-01-29 10:00:00,False,-0.0004499999999998394,-0.0004499999999998394,0.0,TRADE,,,
GBPUSD_20240129110000_SHORT,GBPUSD,SHORT,1.0,1.27093,2024-01-29 11:00:00,1.26791,2024-01-30 12:00:00,False,0.0030199999999998006,0.0030199999999998006,0.0,TRADE,,,
GBPUSD_20240130130000_SHORT,GBPUSD,SHORT,1.0,1.2667,2024-01-30 13:00:00,1.27042,2024-01-31 14:00:00,False,-0.0037200000000001676,-0.0037200000000001676,0.0,TRADE,,,
GBPUSD_20240131150000_SHORT,GBPUSD,SHORT,1.0,1.27391,2024-01-31 15:00:00,1.26961,2024-02-01 16:00:00,False,0.0043000000000001926,0.0043000000000001926,0.0,TRADE,,,
GBPUSD_20240201170000_SHORT,GBPUSD,SHORT,1.0,1.27307,2024-02-01 17:00:00,1.26162,2024-02-02 18:00:00,False,0.01144999999999996,0.01144999999999996,0.0,TRADE,,,
GBPUSD_20240202190000_SHORT,GBPUSD,SHORT,1.0,1.26248,2024-02-02 19:00:00,1.25317,2024-02-05 17:00:00,False,0.009310000000000151,0.009310000000000151,0.0,TRADE,,,
GBPUSD_20240205180000_LONG,GBPUSD,LONG,1.0,1.25371,2024-02-05 18:00:00,1.25995,2024-02-06 19:00:00,False,0.006239999999999801,0.006239999999999801,0.0,TRADE,,,
GBPUSD_20240207010000_SHORT,GBPUSD,SHORT,1.0,1.26043,2024-02-07 01:00:00,1.26036,2024-02-07 05:00:00,False,7.00000000000145e-05,7.00000000000145e-05,0.0,TRADE,,,
GBPUSD_20240207060000_LONG,GBPUSD,LONG,1.0,1.26056,2024-02-07 06:00:00,1.26303,2024-02-08 07:00:00,False,0.0024700000000001943,0.0024700000000001943,0.0,TRADE,,,
GBPUSD_20240208080000_LONG,GBPUSD,LONG,1.0,1.26297,2024-02-08 08:00:00,1.26143,2024-02-09 09:00:00,False,-0.0015399999999998748,-0.0015399999999998748,0.0,TRADE,,,
GBPUSD_20240209100000_LONG,GBPUSD,LONG,1.0,1.26109,2024-02-09 10:00:00,1.26249,2024-02-12 10:00:00,False,0.0013999999999998458,0.0013999999999998458,0.0,TRADE,,,
GBPUSD_20240212110000_LONG,GBPUSD,LONG,1.0,1.26246,2024-02-12 11:00:00,1.26676,2024-02-13 12:00:00,False,0.0043000000000001926,0.0043000000000001926,0.0,TRADE,,,
GBPUSD_20240213230000_LONG,GBPUSD,LONG,1.0,1.25887,2024-02-13 23:00:00,1.25395,2024-02-14 10:00:00,False,-0.0049200000000000355,-0.0049200000000000355,0.0,TRADE,,,
GBPUSD_20240214110000_SHORT,GBPUSD,SHORT,1.0,1.25479,2024-02-14 11:00:00,1.25714,2024-02-15 01:00:00,False,-0.002349999999999852,-0.002349999999999852,0.0,TRADE,,,
GBPUSD_20240215020000_LONG,GBPUSD,LONG,1.0,1.25632,2024-02-15 02:00:00,1.25805,2024-02-15 16:00:00,False,0.0017299999999997873,0.0017299999999997873,0.0,TRADE,,,
GBPUSD_20240215190000_SHORT,GBPUSD,SHORT,1.0,1.25954,2024-02-15 19:00:00,1.25839,2024-02-16 03:00:00,False,0.0011500000000002064,0.0011500000000002064,0.0,TRADE,,,
GBPUSD_20240216040000_LONG,GBPUSD,LONG,1.0,1.25805,2024-02-16 04:00:00,1.25873,2024-02-16 17:00:00,False,0.0006800000000000139,0.0006800000000000139,0.0,TRADE,,,
GBPUSD_20240216180000_SHORT,GBPUSD,SHORT,1.0,1.26025,2024-02-16 18:00:00,1.26212,2024-02-19 01:00:00,False,-0.0018699999999998163,-0.0018699999999998163,0.0,TRADE,,,
GBPUSD_20240219020000_LONG,GBPUSD,LONG,1.0,1.26131,2024-02-19 02:00:00,1.25835,2024-02-20 03:00:00,False,-0.0029599999999998516,-0.0029599999999998516,0.0,TRADE,,,
GBPUSD_20240220040000_LONG,GBPUSD,LONG,1.0,1.25849,2024-02-20 04:00:00,1.26527,2024-02-20 16:00:00,False,0.006779999999999786,0.006779999999999786,0.0,TRADE,,,
GBPUSD_20240220170000_SHORT,GBPUSD,SHORT,1.0,1.26387,2024-02-20 17:00:00,1.26222,2024-02-21 01:00:00,False,0.0016500000000001513,0.0016500000000001513,0.0,TRADE,,,
GBPUSD_20240221020000_LONG,GBPUSD,LONG,1.0,1.26317,2024-02-21 02:00:00,1.26194,2024-02-21 11:00:00,False,-0.0012299999999998423,-0.0012299999999998423,0.0,TRADE,,,
GBPUSD_20240221120000_SHORT,GBPUSD,SHORT,1.0,1.2615,2024-02-21 12:00:00,1.26321,2024-02-21 21:00:00,False,-0.0017099999999998783,-0.0017099999999998783,0.0,TRADE,,,
GBPUSD_20240221230000_LONG,GBPUSD,LONG,1.0,1.26409,2024-02-21 23:00:00,1.2673,2024-02-22 10:00:00,False,0.003210000000000157,0.003210000000000157,0.0,TRADE,,,
GBPUSD_20240222110000_SHORT,GBPUSD,SHORT,1.0,1.26757,2024-02-22 11:00:00,1.26822,2024-02-23 12:00:00,False,-0.0006499999999998174,-0.0006499999999998174,0.0,TRADE,,,
GBPUSD_20240223130000_SHORT,GBPUSD,SHORT,1.0,1.26931,2024-02-23 13:00:00,1.26614,2024-02-26 02:00:00,False,0.003169999999999895,0.003169999999999895,0.0,TRADE,,,
GBPUSD_20240226030000_LONG,GBPUSD,LONG,1.0,1.26582,2024-02-26 03:00:00,1.26967,2024-02-26 14:00:00,False,0.003850000000000131,0.003850000000000131,0.0,TRADE,,,
GBPUSD_20240226150000_SHORT,GBPUSD,SHORT,1.0,1.26775,2024-02-26 15:00:00,1.26822,2024-02-27 16:00:00,False,-0.00046999999999997044,-0.00046999999999997044,0.0,TRADE,,,
GBPUSD_20240227170000_SHORT,GBPUSD,SHORT,1.0,1.26863,2024-02-27 17:00:00,1.26592,2024-02-28 18:00:00,False,0.00270999999999999,0.00270999999999999,0.0,TRADE,,,
GBPUSD_20240228190000_SHORT,GBPUSD,SHORT,1.0,1.26564,2024-02-28 19:00:00,1.26696,2024-02-29 03:00:00,False,-0.0013199999999999878,-0.0013199999999999878,0.0,TRADE,,,
GBPUSD_20240229040000_LONG,GBPUSD,LONG,1.0,1.26669,2024-02-29 04:00:00,1.26754,2024-02-29 15:00:00,False,0.0008499999999997954,0.0008499999999997954,0.0,TRADE,,,
GBPUSD_20240229160000_SHORT,GBPUSD,SHORT,1.0,1.26466,2024-02-29 16:00:00,1.26503,2024-03-01 17:00:00,False,-0.0003700000000002035,-0.0003700000000002035,0.0,TRADE,,,
GBPUSD_20240301180000_SHORT,GBPUSD,SHORT,1.0,1.265,2024-03-01 18:00:00,1.26625,2024-03-04 05:00:00,False,-0.0012500000000001954,-0.0012500000000001954,0.0,TRADE,,,
GBPUSD_20240304060000_LONG,GBPUSD,LONG,1.0,1.26622,2024-03-04 06:00:00,1.26899,2024-03-04 15:00:00,False,0.0027700000000001612,0.0027700000000001612,0.0,TRADE,,,
GBPUSD_20240304160000_SHORT,GBPUSD,SHORT,1.0,1.26992,2024-03-04 16:00:00,1.2689,2024-03-05 04:00:00,False,0.0010200000000000209,0.0010200000000000209,0.0,TRADE,,,
GBPUSD_20240305110000_SHORT,GBPUSD,SHORT,1.0,1.26838,2024-03-05 11:00:00,1.27265,2024-03-06 12:00:00,False,-0.004269999999999996,-0.004269999999999996,0.0,TRADE,,,
GBPUSD_20240306130000_SHORT,GBPUSD,SHORT,1.0,1.27143,2024-03-06 13:00:00,1.27553,2024-03-07 14:00:00,False,-0.0040999999999999925,-0.0040999999999999925,0.0,TRADE,,,
GBPUSD_20240307150000_SHORT,GBPUSD,SHORT,1.0,1.27702,2024-03-07 15:00:00,1.28719,2024-03-08 16:00:00,False,-0.010170000000000012,-0.010170000000000012,0.0,TRADE,,,
GBPUSD_20240308170000_SHORT,GBPUSD,SHORT,1.0,1.28556,2024-03-08 17:00:00,1.28093,2024-03-11 17:00:00,False,0.004630000000000134,0.004630000000000134,0.0,TRADE,,,
GBPUSD_20240311180000_SHORT,GBPUSD,SHORT,1.0,1.28083,2024-03-11 18:00:00,1.27897,2024-03-12 19:00:00,False,0.0018599999999999728,0.0018599999999999728,0.0,TRADE,,,
