timestamp,cash,equity,unrealized_pnl,open_positions,leverage_used,return,peak,drawdown,drawdown_id,year,month
2025-04-03 08:07:56.030281,10000.0,10000.0,0.0,0,0.0,,10000.0,0.0,1,2025,4
2024-01-08 00:00:00.000000,9998.72708836,10000.0,0.0,1,0.000127164,0.0,10000.0,0.0,2,2024,1
2025-04-03 08:07:56.091896,9998.72708836,9998.73003836,0.002949999999999786,1,0.00012718015139136365,-0.0001269961640000261,10000.0,-0.00012699616400004742,2,2025,4
2025-04-03 08:07:56.100392,9998.72708836,9998.72685836,-0.0002300000000001745,1,0.00012718019183980146,-3.1804038991278816e-07,10000.0,-0.00012731416400001762,2,2025,4
2025-04-03 08:07:56.109416,9998.72708836,9998.73030836,0.0032200000000000006,1,0.00012718014795706352,3.450439289842677e-07,10000.0,-0.00012696916400000192,2,2025,4
2025-04-03 08:07:56.118032,9998.72708836,9998.733388359999,0.006299999999999972,1,0.00012718010878061582,3.080391113297054e-07,10000.0,-0.0001266611640001429,2,2025,4
2025-04-03 08:07:56.126620,9998.72708836,9998.729858359999,0.002769999999999939,1,0.0001271801536808972,-3.5304471701635975e-07,10000.0,-0.0001270141640001384,2,2025,4
2025-04-03 08:07:56.135393,9998.72708836,9998.728708359999,0.0016199999999999548,1,0.00012718016830847446,-1.1501460850382728e-07,10000.0,-0.00012712916400014365,2,2025,4
2025-04-03 08:07:56.143908,9998.72708836,9998.72691836,-0.00017000000000000348,1,0.00012718019107662315,-1.7902275883940888e-07,10000.0,-0.0001273081639999873,2,2025,4
2025-04-03 08:07:56.152292,9998.72708836,9998.71921836,-0.007870000000000044,1,0.0001271802890179144,-7.700980397817858e-07,10000.0,-0.00012807816399999864,2,2025,4
2025-04-03 08:07:56.160600,9998.72708836,9998.723228359999,-0.0038600000000001966,1,0.00012718023801210627,4.0105136589474455e-07,10000.0,-0.00012767716400012433,2,2025,4
2025-04-03 08:07:56.169136,9998.72708836,9998.72648836,-0.000600000000000156,1,0.0001271801965460679,3.260416281403167e-07,10000.0,-0.00012735116399999243,2,2025,4
2025-04-03 08:07:56.178019,9998.72708836,9998.72512836,-0.001960000000000184,1,0.00012718021384478,-1.3601732196111271e-07,10000.0,-0.00012748716400001286,2,2025,4
2025-04-03 08:07:56.186764,9998.72708836,9998.72563836,-0.0014500000000001734,1,0.0001271802073577624,5.100650257716666e-08,10000.0,-0.00012743616400002792,2,2025,4
2025-04-03 08:07:56.195280,9998.72708836,9998.726318359999,-0.0007700000000001594,1,0.00012718019870840667,6.800866669820493e-08,10000.0,-0.00012736816400010865,2,2025,4
2025-04-03 08:07:56.204137,9998.72708836,9998.724878359999,-0.0022100000000000453,1,0.00012718021702469082,-1.4401834336208452e-07,10000.0,-0.00012751216400010888,2,2025,4
2025-04-03 08:07:56.212588,9998.72708836,9998.72714836,5.999999999994898e-05,1,0.0001271801881511064,2.270289489736399e-07,10000.0,-0.00012728516400002264,2,2025,4
2025-04-03 08:07:56.221619,9998.72708836,9998.72606836,-0.0010200000000000209,1,0.00012718020188831673,-1.0801374850100132e-07,10000.0,-0.0001273931640000228,2,2025,4
2025-04-03 08:07:56.230357,9998.72708836,9998.72534836,-0.0017400000000000748,1,0.00012718021104645861,-7.200917351291025e-08,10000.0,-0.00012746516400002293,2,2025,4
2025-04-03 08:07:56.238999,9998.72708836,9998.72507836,-0.0020100000000000673,1,0.00012718021448076216,-2.7003442037987213e-08,10000.0,-0.00012749216400006845,2,2025,4
2025-04-03 08:07:56.247380,9998.72708836,9998.72685836,-0.0002300000000001745,1,0.00012718019183980146,1.7802269658417913e-07,10000.0,-0.00012731416400001762,2,2025,4
2025-04-03 08:07:56.256110,9998.72708836,9998.725248359999,-0.0018400000000000638,1,0.00012718021231842287,-1.6102050026667314e-07,10000.0,-0.0001274751640001341,2,2025,4
2025-04-03 08:07:56.264521,9998.72708836,9998.72339836,-0.003690000000000193,1,0.00012718023584976616,-1.8502358578587064e-07,10000.0,-0.00012766016400000808,2,2025,4
2025-04-03 08:07:56.273288,9998.72708836,9998.73047836,0.003390000000000004,1,0.00012718014579472648,7.080903949852058e-07,10000.0,-0.00012695216400006757,2,2025,4
2025-04-03 08:07:56.282262,9998.72708836,9998.71888836,-0.008200000000000207,1,0.0001271802932154017,-1.1591471562599764e-06,10000.0,-0.0001281111640000745,2,2025,4
2025-04-03 08:07:56.290842,9998.72708836,9998.717398359999,-0.009690000000000198,1,0.00012718031216769622,-1.4901909106690425e-07,10000.0,-0.0001282601640001303,2,2025,4
2025-04-03 08:07:56.299563,9998.72708836,9998.70914836,-0.017940000000000067,1,0.0001271804171049996,-8.251058281061319e-07,10000.0,-0.00012908516400002553,2,2025,4
2025-04-03 08:07:56.308037,9998.72708836,9998.715738359999,-0.011350000000000193,1,0.00012718033328233973,6.590850780696655e-07,10000.0,-0.00012842616400012048,2,2025,4
2025-04-03 08:07:56.316548,9998.72708836,9998.71828836,-0.008800000000000141,1,0.00012718030084719748,2.550327529160512e-07,10000.0,-0.00012817116400001396,2,2025,4
2025-04-03 08:07:56.324908,9998.72708836,9998.71742836,-0.009660000000000002,1,0.00012718031178610633,-8.601102419181217e-08,10000.0,-0.0001282571640000242,2,2025,4
2025-04-03 08:07:56.333219,9998.72708836,9998.71812836,-0.008960000000000079,1,0.00012718030288234316,7.00089792804448e-08,10000.0,-0.00012818716399997355,2,2025,4
2025-04-03 08:07:56.341443,9998.72708836,9998.71929836,-0.007790000000000186,1,0.0001271802880003418,1.1701499968985729e-07,10000.0,-0.00012807016400001885,2,2025,4
2025-04-03 08:07:56.350050,9998.72708836,9998.71816836,-0.008920000000000039,1,0.00012718030237355673,-1.1301447389033825e-07,10000.0,-0.00012818316400007462,2,2025,4
2025-04-03 08:07:56.358463,9998.72708836,9998.71427836,-0.01281000000000021,1,0.00012718035185305603,-3.8904986965349053e-07,10000.0,-0.0001285721640000702,2,2025,4
2025-04-03 08:07:56.367304,9998.72708836,9998.71200836,-0.015080000000000204,1,0.00012718038072671482,-2.2702918955896934e-07,10000.0,-0.00012879916399997454,2,2025,4
2025-04-03 08:07:56.376147,9998.72708836,9998.71535836,-0.011730000000000018,1,0.0001271803381158133,3.350431532211928e-07,10000.0,-0.00012846416400007002,2,2025,4
2025-04-03 08:07:56.384760,9998.72708836,9998.71586836,-0.011220000000000008,1,0.00012718033162878304,5.1006552537202765e-08,10000.0,-0.0001284131640000851,2,2025,4
2025-04-03 08:07:56.393212,9998.72708836,9998.71687836,-0.010210000000000052,1,0.00012718031878192115,1.01012971320813e-07,10000.0,-0.00012831216400008998,2,2025,4
2025-04-03 08:07:56.402258,9998.72708836,9998.714218359999,-0.012870000000000159,1,0.0001271803526162363,-2.6603413538772713e-07,10000.0,-0.00012857816400010052,2,2025,4
2025-04-03 08:07:56.411218,9998.72708836,9998.717828359999,-0.009260000000000046,1,0.00012718030669824152,3.6104642275880394e-07,10000.0,-0.0001282171640001252,2,2025,4
2025-04-03 08:07:56.420081,9998.72708836,9998.71924836,-0.00784000000000007,1,0.00012718028863632468,1.420182091926847e-07,10000.0,-0.00012807516400007444,2,2025,4
2025-04-03 08:07:56.428539,9998.72708836,9998.72180836,-0.0052800000000001734,1,0.0001271802560740087,2.5603279141250823e-07,10000.0,-0.00012781916399999318,2,2025,4
2025-04-03 08:07:56.436784,9998.72708836,9998.72306836,-0.004020000000000135,1,0.00012718024004724994,1.2601610710483158e-07,10000.0,-0.00012769316400008392,2,2025,4
2025-04-03 08:07:56.445645,9998.72708836,9998.72251836,-0.004570000000000185,1,0.0001271802470430568,-5.50070239357936e-08,10000.0,-0.0001277481639999678,2,2025,4
2025-04-03 08:07:56.454012,9998.72708836,9998.723808359999,-0.0032800000000001717,1,0.00012718023063471097,1.29016481498212e-07,10000.0,-0.00012761916400013434,2,2025,4
2025-04-03 08:07:56.462340,9998.72708836,9998.72335836,-0.003730000000000011,1,0.00012718023635855205,-4.500574357635401e-08,10000.0,-0.00012766416400008894,2,2025,4
2025-04-03 08:07:56.470957,9998.72708836,9998.721488359999,-0.005600000000000049,1,0.00012718026014429728,-1.8702387627467232e-07,10000.0,-0.00012785116400009427,2,2025,4
2025-04-03 08:07:56.479392,9998.72708836,9998.71799836,-0.009090000000000042,1,0.0001271803045358991,-3.4904462564711025e-07,10000.0,-0.00012820016400000897,2,2025,4
